learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK00818,LRN0091,SK002,Git & Version Control,0.548,competent,0.532,0.43,diagnostic_and_practice
LSK00819,LRN0091,SK008,Problem Solving (DSA Practice),0.734,proficient,0.624,0.61,diagnostic_and_practice
LSK00820,LRN0092,SK003,Python Data Structures,0.338,developing,0.251,0.36,diagnostic_and_practice
LSK00821,LRN0092,SK017,Inferential Statistics,0.499,competent,0.425,0.41,diagnostic_and_practice
LSK00822,LRN0092,SK021,ML Foundations,0.771,proficient,0.691,0.87,diagnostic_and_practice
LSK00823,LRN0092,SK022,Regression Techniques,0.948,advanced,0.98,0.32,diagnostic_and_practice
LSK00824,LRN0092,SK023,Classification Techniques,0.086,novice,0.129,0.86,diagnostic_and_practice
LSK00825,LRN0092,SK024,Model Evaluation,0.357,developing,0.266,0.87,diagnostic_and_practice
LSK00826,LRN0092,SK001,Python Basics,0.535,competent,0.454,0.74,diagnostic_and_practice
LSK00827,LRN0092,SK002,Git & Version Control,0.787,proficient,0.863,0.5,diagnostic_and_practice
LSK00828,LRN0092,SK008,Problem Solving (DSA Practice),0.888,advanced,0.961,0.7,diagnostic_and_practice
LSK00829,LRN0093,SK021,ML Foundations,0.615,competent,0.63,0.43,diagnostic_and_practice
LSK00830,LRN0093,SK025,Feature Engineering,0.669,proficient,0.569,0.88,diagnostic_and_practice
LSK00831,LRN0093,SK027,Neural Networks,0.963,advanced,0.951,0.77,diagnostic_and_practice
LSK00832,LRN0093,SK028,Deep Learning,0.228,novice,0.24,0.65,diagnostic_and_practice
LSK00833,LRN0093,SK050,Model Deployment,0.297,developing,0.307,0.88,diagnostic_and_practice
LSK00834,LRN0093,SK024,Model Evaluation,0.576,competent,0.651,0.83,diagnostic_and_practice
LSK00835,LRN0093,SK001,Python Basics,0.776,proficient,0.798,0.84,diagnostic_and_practice
LSK00836,LRN0093,SK002,Git & Version Control,0.873,advanced,0.947,0.41,diagnostic_and_practice
LSK00837,LRN0093,SK008,Problem Solving (DSA Practice),0.091,novice,0.187,0.77,diagnostic_and_practice
LSK00838,LRN0094,SK031,HTML & CSS,0.69,proficient,0.687,0.53,diagnostic_and_practice
LSK00839,LRN0094,SK032,JavaScript Basics,0.939,advanced,0.866,0.58,diagnostic_and_practice
LSK00840,LRN0094,SK035,React Fundamentals,0.149,novice,0.164,0.49,diagnostic_and_practice
LSK00841,LRN0094,SK036,Node.js Basics,0.361,developing,0.375,0.36,diagnostic_and_practice
LSK00842,LRN0094,SK037,REST API Design,0.456,competent,0.543,0.72,diagnostic_and_practice
LSK00843,LRN0094,SK034,Database Design (RDBMS),0.772,proficient,0.878,0.89,diagnostic_and_practice
LSK00844,LRN0094,SK001,Python Basics,0.94,advanced,0.858,0.44,diagnostic_and_practice
LSK00845,LRN0094,SK002,Git & Version Control,0.204,novice,0.315,0.4,diagnostic_and_practice
LSK00846,LRN0094,SK008,Problem Solving (DSA Practice),0.315,developing,0.291,0.52,diagnostic_and_practice
LSK00847,LRN0095,SK019,Advanced SQL,0.891,advanced,0.876,0.86,diagnostic_and_practice
LSK00848,LRN0095,SK051,Data Modeling,0.062,novice,0.136,0.5,diagnostic_and_practice
LSK00849,LRN0095,SK053,ETL Fundamentals,0.345,developing,0.381,0.71,diagnostic_and_practice
LSK00850,LRN0095,SK057,Apache Spark Basics,0.541,competent,0.485,0.63,diagnostic_and_practice
LSK00851,LRN0095,SK054,Data Warehousing,0.823,proficient,0.764,0.49,diagnostic_and_practice
LSK00852,LRN0095,SK060,Data Pipeline Design,0.909,advanced,0.791,0.7,diagnostic_and_practice
LSK00853,LRN0095,SK001,Python Basics,0.204,novice,0.174,0.58,diagnostic_and_practice
LSK00854,LRN0095,SK002,Git & Version Control,0.418,developing,0.516,0.61,diagnostic_and_practice
LSK00855,LRN0095,SK008,Problem Solving (DSA Practice),0.465,competent,0.577,0.75,diagnostic_and_practice
LSK00856,LRN0096,SK041,Linux Fundamentals,0.155,novice,0.14,0.32,diagnostic_and_practice
LSK00857,LRN0096,SK042,Cloud Computing Basics,0.417,developing,0.449,0.45,diagnostic_and_practice
LSK00858,LRN0096,SK044,AWS Core Services,0.471,competent,0.424,0.89,diagnostic_and_practice
LSK00859,LRN0096,SK045,Docker Fundamentals,0.812,proficient,0.736,0.43,diagnostic_and_practice
LSK00860,LRN0096,SK047,Kubernetes Basics,0.898,advanced,0.887,0.71,diagnostic_and_practice
LSK00861,LRN0096,SK048,CI/CD Pipelines,0.063,novice,0.05,0.78,diagnostic_and_practice
LSK00862,LRN0096,SK001,Python Basics,0.349,developing,0.381,0.62,diagnostic_and_practice
LSK00863,LRN0096,SK002,Git & Version Control,0.608,competent,0.707,0.36,diagnostic_and_practice
LSK00864,LRN0096,SK008,Problem Solving (DSA Practice),0.801,proficient,0.712,0.73,diagnostic_and_practice
LSK00865,LRN0097,SK012,SQL Basics,0.44,developing,0.466,0.43,diagnostic_and_practice
LSK00866,LRN0097,SK019,Advanced SQL,0.453,competent,0.494,0.89,diagnostic_and_practice
LSK00867,LRN0097,SK013,Excel for Data Analysis,0.841,proficient,0.795,0.43,diagnostic_and_practice
LSK00868,LRN0097,SK016,Data Visualization,0.893,advanced,0.933,0.54,diagnostic_and_practice
LSK00869,LRN0097,SK011,Descriptive Statistics,0.133,novice,0.21,0.49,diagnostic_and_practice
LSK00870,LRN0097,SK018,Exploratory Data Analysis,0.374,developing,0.358,0.61,diagnostic_and_practice
LSK00871,LRN0097,SK001,Python Basics,0.637,competent,0.521,0.39,diagnostic_and_practice
LSK00872,LRN0097,SK002,Git & Version Control,0.841,proficient,0.747,0.61,diagnostic_and_practice
LSK00873,LRN0097,SK008,Problem Solving (DSA Practice),0.851,advanced,0.779,0.72,diagnostic_and_practice
LSK00874,LRN0098,SK003,Python Data Structures,0.537,competent,0.586,0.7,diagnostic_and_practice
LSK00875,LRN0098,SK017,Inferential Statistics,0.673,proficient,0.747,0.51,diagnostic_and_practice
LSK00876,LRN0098,SK021,ML Foundations,0.923,advanced,0.94,0.63,diagnostic_and_practice
LSK00877,LRN0098,SK022,Regression Techniques,0.113,novice,0.181,0.78,diagnostic_and_practice
LSK00878,LRN0098,SK023,Classification Techniques,0.376,developing,0.473,0.66,diagnostic_and_practice
LSK00879,LRN0098,SK024,Model Evaluation,0.56,competent,0.465,0.54,diagnostic_and_practice
LSK00880,LRN0098,SK001,Python Basics,0.755,proficient,0.8,0.66,diagnostic_and_practice
LSK00881,LRN0098,SK002,Git & Version Control,0.929,advanced,0.905,0.82,diagnostic_and_practice
LSK00882,LRN0098,SK008,Problem Solving (DSA Practice),0.174,novice,0.139,0.87,diagnostic_and_practice
LSK00883,LRN0099,SK021,ML Foundations,0.799,proficient,0.731,0.31,diagnostic_and_practice
LSK00884,LRN0099,SK025,Feature Engineering,0.891,advanced,0.862,0.9,diagnostic_and_practice
LSK00885,LRN0099,SK027,Neural Networks,0.186,novice,0.125,0.78,diagnostic_and_practice
LSK00886,LRN0099,SK028,Deep Learning,0.364,developing,0.459,0.32,diagnostic_and_practice
LSK00887,LRN0099,SK050,Model Deployment,0.526,competent,0.447,0.56,diagnostic_and_practice
LSK00888,LRN0099,SK024,Model Evaluation,0.829,proficient,0.822,0.8,diagnostic_and_practice
LSK00889,LRN0099,SK001,Python Basics,0.963,advanced,0.89,0.37,diagnostic_and_practice
LSK00890,LRN0099,SK002,Git & Version Control,0.12,novice,0.086,0.55,diagnostic_and_practice
LSK00891,LRN0099,SK008,Problem Solving (DSA Practice),0.256,developing,0.252,0.53,diagnostic_and_practice
LSK00892,LRN0100,SK031,HTML & CSS,0.914,advanced,0.946,0.78,diagnostic_and_practice
LSK00893,LRN0100,SK032,JavaScript Basics,0.053,novice,0.07,0.65,diagnostic_and_practice
LSK00894,LRN0100,SK035,React Fundamentals,0.345,developing,0.227,0.35,diagnostic_and_practice
LSK00895,LRN0100,SK036,Node.js Basics,0.647,competent,0.664,0.63,diagnostic_and_practice
LSK00896,LRN0100,SK037,REST API Design,0.786,proficient,0.698,0.75,diagnostic_and_practice
LSK00897,LRN0100,SK034,Database Design (RDBMS),0.908,advanced,0.92,0.74,diagnostic_and_practice
LSK00898,LRN0100,SK001,Python Basics,0.218,novice,0.259,0.86,diagnostic_and_practice
LSK00899,LRN0100,SK002,Git & Version Control,0.429,developing,0.539,0.53,diagnostic_and_practice
LSK00900,LRN0100,SK008,Problem Solving (DSA Practice),0.551,competent,0.621,0.45,diagnostic_and_practice
LSK00901,LRN0101,SK019,Advanced SQL,0.246,novice,0.28,0.85,diagnostic_and_practice
LSK00902,LRN0101,SK051,Data Modeling,0.337,developing,0.25,0.51,diagnostic_and_practice
LSK00903,LRN0101,SK053,ETL Fundamentals,0.494,competent,0.497,0.34,diagnostic_and_practice
LSK00904,LRN0101,SK057,Apache Spark Basics,0.732,proficient,0.809,0.7,diagnostic_and_practice
LSK00905,LRN0101,SK054,Data Warehousing,0.853,advanced,0.837,0.88,diagnostic_and_practice
LSK00906,LRN0101,SK060,Data Pipeline Design,0.057,novice,0.05,0.89,diagnostic_and_practice
LSK00907,LRN0101,SK001,Python Basics,0.298,developing,0.367,0.57,diagnostic_and_practice
LSK00908,LRN0101,SK002,Git & Version Control,0.632,competent,0.685,0.31,diagnostic_and_practice
LSK00909,LRN0101,SK008,Problem Solving (DSA Practice),0.84,proficient,0.746,0.89,diagnostic_and_practice
LSK00910,LRN0102,SK041,Linux Fundamentals,0.442,developing,0.427,0.41,diagnostic_and_practice
LSK00911,LRN0102,SK042,Cloud Computing Basics,0.623,competent,0.607,0.51,diagnostic_and_practice
LSK00912,LRN0102,SK044,AWS Core Services,0.79,proficient,0.899,0.54,diagnostic_and_practice
LSK00913,LRN0102,SK045,Docker Fundamentals,0.954,advanced,0.9,0.3,diagnostic_and_practice
LSK00914,LRN0102,SK047,Kubernetes Basics,0.128,novice,0.225,0.59,diagnostic_and_practice
LSK00915,LRN0102,SK048,CI/CD Pipelines,0.308,developing,0.271,0.72,diagnostic_and_practice
LSK00916,LRN0102,SK001,Python Basics,0.591,competent,0.546,0.84,diagnostic_and_practice
LSK00917,LRN0102,SK002,Git & Version Control,0.656,proficient,0.678,0.46,diagnostic_and_practice
LSK00918,LRN0102,SK008,Problem Solving (DSA Practice),0.95,advanced,0.849,0.61,diagnostic_and_practice
LSK00919,LRN0103,SK012,SQL Basics,0.558,competent,0.645,0.75,diagnostic_and_practice
LSK00920,LRN0103,SK019,Advanced SQL,0.698,proficient,0.727,0.49,diagnostic_and_practice
LSK00921,LRN0103,SK013,Excel for Data Analysis,0.866,advanced,0.841,0.61,diagnostic_and_practice
LSK00922,LRN0103,SK016,Data Visualization,0.191,novice,0.148,0.77,diagnostic_and_practice
LSK00923,LRN0103,SK011,Descriptive Statistics,0.289,developing,0.382,0.88,diagnostic_and_practice
LSK00924,LRN0103,SK018,Exploratory Data Analysis,0.554,competent,0.46,0.49,diagnostic_and_practice
LSK00925,LRN0103,SK001,Python Basics,0.8,proficient,0.837,0.65,diagnostic_and_practice
LSK00926,LRN0103,SK002,Git & Version Control,0.853,advanced,0.772,0.54,diagnostic_and_practice
LSK00927,LRN0103,SK008,Problem Solving (DSA Practice),0.19,novice,0.086,0.3,diagnostic_and_practice
LSK00928,LRN0104,SK003,Python Data Structures,0.707,proficient,0.67,0.72,diagnostic_and_practice
LSK00929,LRN0104,SK017,Inferential Statistics,0.855,advanced,0.924,0.6,diagnostic_and_practice
LSK00930,LRN0104,SK021,ML Foundations,0.137,novice,0.108,0.54,diagnostic_and_practice
LSK00931,LRN0104,SK022,Regression Techniques,0.444,developing,0.416,0.5,diagnostic_and_practice
LSK00932,LRN0104,SK023,Classification Techniques,0.615,competent,0.599,0.39,diagnostic_and_practice
LSK00933,LRN0104,SK024,Model Evaluation,0.821,proficient,0.926,0.44,diagnostic_and_practice
LSK00934,LRN0104,SK001,Python Basics,0.931,advanced,0.98,0.64,diagnostic_and_practice
LSK00935,LRN0104,SK002,Git & Version Control,0.188,novice,0.227,0.71,diagnostic_and_practice
LSK00936,LRN0104,SK008,Problem Solving (DSA Practice),0.44,developing,0.547,0.59,diagnostic_and_practice
LSK00937,LRN0105,SK021,ML Foundations,0.879,advanced,0.913,0.62,diagnostic_and_practice
LSK00938,LRN0105,SK025,Feature Engineering,0.1,novice,0.05,0.73,diagnostic_and_practice
LSK00939,LRN0105,SK027,Neural Networks,0.279,developing,0.367,0.42,diagnostic_and_practice
LSK00940,LRN0105,SK028,Deep Learning,0.569,competent,0.677,0.31,diagnostic_and_practice
LSK00941,LRN0105,SK050,Model Deployment,0.823,proficient,0.743,0.41,diagnostic_and_practice
LSK00942,LRN0105,SK024,Model Evaluation,0.863,advanced,0.797,0.69,diagnostic_and_practice
LSK00943,LRN0105,SK001,Python Basics,0.174,novice,0.161,0.77,diagnostic_and_practice
LSK00944,LRN0105,SK002,Git & Version Control,0.447,developing,0.525,0.38,diagnostic_and_practice
LSK00945,LRN0105,SK008,Problem Solving (DSA Practice),0.575,competent,0.607,0.43,diagnostic_and_practice
LSK00946,LRN0106,SK031,HTML & CSS,0.235,novice,0.23,0.54,diagnostic_and_practice
LSK00947,LRN0106,SK032,JavaScript Basics,0.316,developing,0.382,0.43,diagnostic_and_practice
LSK00948,LRN0106,SK035,React Fundamentals,0.538,competent,0.553,0.87,diagnostic_and_practice
LSK00949,LRN0106,SK036,Node.js Basics,0.71,proficient,0.792,0.77,diagnostic_and_practice
LSK00950,LRN0106,SK037,REST API Design,0.932,advanced,0.939,0.7,diagnostic_and_practice
LSK00951,LRN0106,SK034,Database Design (RDBMS),0.217,novice,0.3,0.31,diagnostic_and_practice
LSK00952,LRN0106,SK001,Python Basics,0.28,developing,0.334,0.34,diagnostic_and_practice
LSK00953,LRN0106,SK002,Git & Version Control,0.501,competent,0.528,0.41,diagnostic_and_practice
LSK00954,LRN0106,SK008,Problem Solving (DSA Practice),0.718,proficient,0.761,0.89,diagnostic_and_practice
LSK00955,LRN0107,SK019,Advanced SQL,0.411,developing,0.461,0.53,diagnostic_and_practice
LSK00956,LRN0107,SK051,Data Modeling,0.648,competent,0.763,0.69,diagnostic_and_practice
LSK00957,LRN0107,SK053,ETL Fundamentals,0.738,proficient,0.799,0.47,diagnostic_and_practice
LSK00958,LRN0107,SK057,Apache Spark Basics,0.888,advanced,0.907,0.75,diagnostic_and_practice
LSK00959,LRN0107,SK054,Data Warehousing,0.106,novice,0.05,0.79,diagnostic_and_practice
LSK00960,LRN0107,SK060,Data Pipeline Design,0.329,developing,0.293,0.66,diagnostic_and_practice
LSK00961,LRN0107,SK001,Python Basics,0.544,competent,0.614,0.36,diagnostic_and_practice
LSK00962,LRN0107,SK002,Git & Version Control,0.841,proficient,0.728,0.86,diagnostic_and_practice
LSK00963,LRN0107,SK008,Problem Solving (DSA Practice),0.926,advanced,0.825,0.32,diagnostic_and_practice
LSK00964,LRN0108,SK041,Linux Fundamentals,0.517,competent,0.629,0.56,diagnostic_and_practice
LSK00965,LRN0108,SK042,Cloud Computing Basics,0.828,proficient,0.912,0.87,diagnostic_and_practice
LSK00966,LRN0108,SK044,AWS Core Services,0.885,advanced,0.81,0.73,diagnostic_and_practice
LSK00967,LRN0108,SK045,Docker Fundamentals,0.141,novice,0.258,0.62,diagnostic_and_practice
LSK00968,LRN0108,SK047,Kubernetes Basics,0.305,developing,0.196,0.52,diagnostic_and_practice
LSK00969,LRN0108,SK048,CI/CD Pipelines,0.604,competent,0.535,0.64,diagnostic_and_practice
LSK00970,LRN0108,SK001,Python Basics,0.68,proficient,0.714,0.75,diagnostic_and_practice
LSK00971,LRN0108,SK002,Git & Version Control,0.851,advanced,0.91,0.45,diagnostic_and_practice
LSK00972,LRN0108,SK008,Problem Solving (DSA Practice),0.247,novice,0.194,0.86,diagnostic_and_practice
LSK00973,LRN0109,SK012,SQL Basics,0.733,proficient,0.784,0.5,diagnostic_and_practice
LSK00974,LRN0109,SK019,Advanced SQL,0.862,advanced,0.842,0.38,diagnostic_and_practice
LSK00975,LRN0109,SK013,Excel for Data Analysis,0.157,novice,0.249,0.72,diagnostic_and_practice
LSK00976,LRN0109,SK016,Data Visualization,0.404,developing,0.474,0.83,diagnostic_and_practice
LSK00977,LRN0109,SK011,Descriptive Statistics,0.528,competent,0.498,0.6,diagnostic_and_practice
LSK00978,LRN0109,SK018,Exploratory Data Analysis,0.842,proficient,0.779,0.5,diagnostic_and_practice
LSK00979,LRN0109,SK001,Python Basics,0.918,advanced,0.908,0.66,diagnostic_and_practice
LSK00980,LRN0109,SK002,Git & Version Control,0.118,novice,0.058,0.52,diagnostic_and_practice
LSK00981,LRN0109,SK008,Problem Solving (DSA Practice),0.29,developing,0.396,0.42,diagnostic_and_practice
LSK00982,LRN0110,SK003,Python Data Structures,0.851,advanced,0.967,0.76,diagnostic_and_practice
LSK00983,LRN0110,SK017,Inferential Statistics,0.246,novice,0.286,0.77,diagnostic_and_practice
LSK00984,LRN0110,SK021,ML Foundations,0.329,developing,0.428,0.87,diagnostic_and_practice
LSK00985,LRN0110,SK022,Regression Techniques,0.589,competent,0.587,0.8,diagnostic_and_practice
LSK00986,LRN0110,SK023,Classification Techniques,0.659,proficient,0.561,0.41,diagnostic_and_practice
LSK00987,LRN0110,SK024,Model Evaluation,0.876,advanced,0.901,0.58,diagnostic_and_practice
LSK00988,LRN0110,SK001,Python Basics,0.169,novice,0.186,0.56,diagnostic_and_practice
LSK00989,LRN0110,SK002,Git & Version Control,0.357,developing,0.392,0.68,diagnostic_and_practice
LSK00990,LRN0110,SK008,Problem Solving (DSA Practice),0.599,competent,0.647,0.72,diagnostic_and_practice
LSK00991,LRN0111,SK021,ML Foundations,0.182,novice,0.103,0.32,diagnostic_and_practice
LSK00992,LRN0111,SK025,Feature Engineering,0.381,developing,0.491,0.56,diagnostic_and_practice
LSK00993,LRN0111,SK027,Neural Networks,0.578,competent,0.534,0.62,diagnostic_and_practice
LSK00994,LRN0111,SK028,Deep Learning,0.662,proficient,0.571,0.34,diagnostic_and_practice
LSK00995,LRN0111,SK050,Model Deployment,0.912,advanced,0.943,0.34,diagnostic_and_practice
LSK00996,LRN0111,SK024,Model Evaluation,0.152,novice,0.234,0.85,diagnostic_and_practice
LSK00997,LRN0111,SK001,Python Basics,0.378,developing,0.418,0.75,diagnostic_and_practice
LSK00998,LRN0111,SK002,Git & Version Control,0.506,competent,0.421,0.52,diagnostic_and_practice
LSK00999,LRN0111,SK008,Problem Solving (DSA Practice),0.846,proficient,0.774,0.49,diagnostic_and_practice
LSK01000,LRN0112,SK031,HTML & CSS,0.336,developing,0.243,0.32,diagnostic_and_practice
LSK01001,LRN0112,SK032,JavaScript Basics,0.596,competent,0.634,0.84,diagnostic_and_practice
LSK01002,LRN0112,SK035,React Fundamentals,0.725,proficient,0.765,0.67,diagnostic_and_practice
LSK01003,LRN0112,SK036,Node.js Basics,0.873,advanced,0.868,0.59,diagnostic_and_practice
LSK01004,LRN0112,SK037,REST API Design,0.2,novice,0.13,0.89,diagnostic_and_practice
LSK01005,LRN0112,SK034,Database Design (RDBMS),0.361,developing,0.43,0.55,diagnostic_and_practice
LSK01006,LRN0112,SK001,Python Basics,0.561,competent,0.448,0.65,diagnostic_and_practice
LSK01007,LRN0112,SK002,Git & Version Control,0.769,proficient,0.746,0.89,diagnostic_and_practice
LSK01008,LRN0112,SK008,Problem Solving (DSA Practice),0.867,advanced,0.754,0.58,diagnostic_and_practice
LSK01009,LRN0113,SK019,Advanced SQL,0.528,competent,0.511,0.58,diagnostic_and_practice
LSK01010,LRN0113,SK051,Data Modeling,0.761,proficient,0.755,0.87,diagnostic_and_practice
LSK01011,LRN0113,SK053,ETL Fundamentals,0.946,advanced,0.927,0.64,diagnostic_and_practice
LSK01012,LRN0113,SK057,Apache Spark Basics,0.242,novice,0.155,0.66,diagnostic_and_practice
LSK01013,LRN0113,SK054,Data Warehousing,0.271,developing,0.254,0.36,diagnostic_and_practice
LSK01014,LRN0113,SK060,Data Pipeline Design,0.62,competent,0.692,0.45,diagnostic_and_practice
LSK01015,LRN0113,SK001,Python Basics,0.777,proficient,0.744,0.76,diagnostic_and_practice
LSK01016,LRN0113,SK002,Git & Version Control,0.931,advanced,0.847,0.55,diagnostic_and_practice
LSK01017,LRN0113,SK008,Problem Solving (DSA Practice),0.136,novice,0.143,0.89,diagnostic_and_practice
LSK01018,LRN0114,SK041,Linux Fundamentals,0.751,proficient,0.686,0.75,diagnostic_and_practice
LSK01019,LRN0114,SK042,Cloud Computing Basics,0.903,advanced,0.98,0.53,diagnostic_and_practice
LSK01020,LRN0114,SK044,AWS Core Services,0.142,novice,0.248,0.79,diagnostic_and_practice
LSK01021,LRN0114,SK045,Docker Fundamentals,0.31,developing,0.294,0.76,diagnostic_and_practice
LSK01022,LRN0114,SK047,Kubernetes Basics,0.525,competent,0.528,0.42,diagnostic_and_practice
LSK01023,LRN0114,SK048,CI/CD Pipelines,0.75,proficient,0.789,0.56,diagnostic_and_practice
LSK01024,LRN0114,SK001,Python Basics,0.947,advanced,0.98,0.31,diagnostic_and_practice
LSK01025,LRN0114,SK002,Git & Version Control,0.223,novice,0.265,0.42,diagnostic_and_practice
LSK01026,LRN0114,SK008,Problem Solving (DSA Practice),0.275,developing,0.166,0.78,diagnostic_and_practice
LSK01027,LRN0115,SK012,SQL Basics,0.967,advanced,0.961,0.34,diagnostic_and_practice
LSK01028,LRN0115,SK019,Advanced SQL,0.086,novice,0.147,0.87,diagnostic_and_practice
LSK01029,LRN0115,SK013,Excel for Data Analysis,0.448,developing,0.418,0.77,diagnostic_and_practice
LSK01030,LRN0115,SK016,Data Visualization,0.496,competent,0.451,0.4,diagnostic_and_practice
